name,X_model,Y_model,Inc_model,PA_model,Vsys_model,RA_model,DEC_model,Vdisp_model,RHI_flag,RHI_AS,VHI,Rad,Vrot_model,Rad_SD,SD_model
WALLABY_J103538-484832_BS_111,22.071604,19.298422,76.962425,241.621277,5740.987793,158.9087074,-48.8093756,10.0,True,49.12292649416075,136.2676391115182,"7.49, 22.48, 37.46, 52.44, 67.43","22.89, 109.18, 124.34, 139.66, 173.12","7.49, 22.48, 37.46, 52.44, 67.43","2.9, 4.4, 4.4, 0.033, 0.14"
WALLABY_J103538-484832_BS_112,21.838852,19.432751,75.805969,245.620789,5735.165039,158.909308,-48.8091652,10.0,True,49.50825737265416,145.63308310991957,"7.49, 22.48, 37.46, 52.44, 67.43","1.8, 111.79, 128.18, 149.88, 105.89","7.49, 22.48, 37.46, 52.44, 67.43","0.54, 4.8, 4.0, 0.27, 0.27"
WALLABY_J103538-484832_BS_113,21.893959,19.413094,81.641357,244.078369,5739.416504,158.9091669,-48.8091948,10.0,True,50.03862595419847,115.6148854961832,"7.49, 22.48, 37.46, 52.44, 67.43","28.23, 108.95, 129.05, 113.05, 144.88","7.49, 22.48, 37.46, 52.44, 67.43","2.3, 5.8, 3.2, 0.58, 0.031"
WALLABY_J103538-484832_BS_114,21.781534,19.170101,75.837616,246.993713,5736.785156,158.9094302,-48.809606,10.0,True,50.28534246575342,136.60089041095893,"7.49, 22.48, 37.46, 52.44, 67.43","56.58, 111.78, 126.13, 138.36, 85.0","7.49, 22.48, 37.46, 52.44, 67.43","2.8, 4.0, 3.5, 0.58, 0.072"
WALLABY_J103538-484832_BS_115,22.233042,19.26034,85.567947,244.284363,5741.467285,158.9082955,-48.8094297,10.0,True,51.25736842105263,94.15052631578946,"7.49, 22.48, 37.46, 52.44, 67.43","9.75, 108.63, 123.09, 91.67, 115.88","7.49, 22.48, 37.46, 52.44, 67.43","0.00057, 5.0, 3.1, 0.82, 0.21"
WALLABY_J103538-484832_BS_116,21.874609,19.462,80.148972,245.042358,5737.581055,158.9092201,-48.8091144,10.0,True,49.94333333333333,133.95666666666665,"7.49, 22.48, 37.46, 52.44, 67.43","35.4, 112.48, 125.24, 135.7, 144.11","7.49, 22.48, 37.46, 52.44, 67.43","1.9, 4.7, 3.6, 0.48, 0.006"
WALLABY_J103538-484832_BS_117,21.894346,19.302629,76.647667,242.922791,5739.75,158.9091563,-48.8093788,10.0,True,48.96095969289827,119.63554702495202,"7.49, 22.48, 37.46, 52.44, 67.43","0.92, 108.18, 123.72, 118.4, 120.77","7.49, 22.48, 37.46, 52.44, 67.43","1.2, 4.0, 4.2, 0.032, 0.36"
WALLABY_J103538-484832_BS_118,21.825073,19.393112,74.901634,253.329376,5737.724609,158.9093394,-48.809232,10.0,True,51.83474747474747,129.03050505050507,"7.49, 22.48, 37.46, 52.44, 67.43","33.8, 107.07, 129.28, 129.02, 137.1","7.49, 22.48, 37.46, 52.44, 67.43","2.6, 4.3, 2.9, 0.92, 0.11"
WALLABY_J103538-484832_BS_119,21.783474,19.479767,76.190231,247.818237,5737.661133,158.9094523,-48.8090901,10.0,True,51.07818181818182,151.32818181818183,"7.49, 22.48, 37.46, 52.44, 67.43","0.42, 111.33, 123.41, 154.12, 118.1","7.49, 22.48, 37.46, 52.44, 67.43","0.047, 4.5, 3.6, 0.74, 0.036"
WALLABY_J103538-484832_BS_120,21.784542,19.31617,78.557564,242.028107,5735.49707,158.9094353,-48.8093625,10.0,True,54.954046121593294,131.04834381551365,"7.49, 22.48, 37.46, 52.44, 67.43","14.71, 110.96, 128.52, 123.58, 168.11","7.49, 22.48, 37.46, 52.44, 67.43","3.2, 4.1, 2.7, 1.2, 0.0075"
WALLABY_J103538-484832_BS_121,21.828737,19.47419,86.606537,249.696167,5737.911133,158.9093372,-48.8090968,10.0,True,46.45313893653516,64.92675814751287,"7.49, 22.48, 37.46, 52.44, 67.43","9.17, 109.45, 126.6, 23.87, 116.02","7.49, 22.48, 37.46, 52.44, 67.43","0.3, 7.6, 2.4, 0.068, 0.079"
WALLABY_J103538-484832_BS_122,21.710449,19.448158,75.012611,239.755981,5736.981934,158.9096343,-48.8091469,10.0,True,52.44,136.84,"7.49, 22.48, 37.46, 52.44, 67.43","29.62, 106.93, 124.41, 136.84, 167.16","7.49, 22.48, 37.46, 52.44, 67.43","3.9, 4.1, 3.5, 1.0, 0.1"
WALLABY_J103538-484832_BS_123,21.727583,19.452894,76.698135,243.144653,5733.899414,158.9095913,-48.8091381,10.0,True,55.92011143785792,117.55506113604704,"7.49, 22.48, 37.46, 52.44, 67.43","12.96, 108.58, 130.16, 123.25, 98.72","7.49, 22.48, 37.46, 52.44, 67.43","0.87, 4.0, 3.7, 1.3, 0.0078"
WALLABY_J103538-484832_BS_124,21.868952,19.298405,82.402275,241.852966,5739.411133,158.9092201,-48.8093873,10.0,True,49.94333333333333,130.65333333333334,"7.49, 22.48, 37.46, 52.44, 67.43","39.01, 110.85, 120.37, 132.71, 153.93","7.49, 22.48, 37.46, 52.44, 67.43","2.4, 4.3, 3.0, 0.6, 0.22"
